"","multi_log_odds","multi_conf25","multi_conf75","multi_p_z","name","multi_adjusted_p"
"60",NA,NA,NA,NA,"PER2VNTRAAAB",NA
"61","6.08605687420713e-237",NA,NA,"0.999968675518563","PER2VNTRGGAA",0.999992647787945
"62","6.3699129758766e+201",NA,NA,"0.999974360876246","PER2VNTRGGBB",0.999992647787945
"63",NA,NA,NA,NA,"PER2VNTRGGAB",NA
"64",NA,NA,NA,NA,"PER2VNTRAGBB",NA
"65",NA,NA,NA,NA,"PER2VNTRAGAB",NA
"66",NA,NA,NA,NA,"PER3APER3BCCAA",NA
"67",NA,NA,NA,NA,"PER3APER3BCCAG",NA
"68",NA,NA,NA,NA,"PER3APER3BCGGG",NA
"69","2.31233003897391e-165","-1746251.43018611",NA,"0.999967191592076","PER3APER3CCCGG",0.999992647787945
"70","6.61038312490984e+187","-1694544.40820779","1696118.95413959","0.999970343398649","PER3APER3CCCGT",0.999992647787945
"71",NA,NA,NA,NA,"PER3APER3CCGGG",NA
"72",NA,NA,NA,NA,"PER3APER3CCGTT",NA
"73",NA,NA,NA,NA,"PER3APER3CCGGT",NA
"74","Inf",NA,NA,"0.99975536414535","PER3ACLOCK3111CCCC",0.999992647787945
