"","fisher_p_z","fisher_adjusted_p","names"
"116",1,1,"PER3BCRY2AGAA"
"117",0.510509454602281,1,"PER3BCRY2AGAG"
"118",0.582444155395521,1,"PER3BVNTRGGBB"
"119",0.762676892880523,1,"PER3BVNTRGGAB"
"120",0.296913580246913,1,"PER3BVNTRAAAA"
"121",0.412611345522738,1,"PER3BVNTRAGAA"
"122",1,1,"PER3BVNTRAGAB"
"123",1,1,"PER3CCLOCK3111GGTT"
"124",0.160493827160494,1,"PER3CCLOCK3111GGCC"
"125",1,1,"PER3CCLOCK3111GGTC"
"126",1,1,"PER3CCLOCK3111TTCC"
"127",1,1,"PER3CCLOCK3111TTTC"
"128",0.679336812160265,1,"PER3CCLOCK3111GTTT"
"129",1,1,"PER3CCLOCK3111GTCC"
"130",0.224343259593667,1,"PER3CCLOCK3111GTTC"
"131",0.586793695443484,1,"PER3CCRY1GGCC"
"132",0.608174623657635,1,"PER3CCRY1GGGG"
"133",1,1,"PER3CCRY1GGCG"
"134",0.342744530006356,1,"PER3CCRY1TTCC"
"135",1,1,"PER3CCRY1TTGG"
"136",0.510509454602281,1,"PER3CCRY1GTCC"
"137",0.342744530006356,1,"PER3CCRY1GTGG"
"138",0.247120705434988,1,"PER3CCRY1GTCG"
"139",1,1,"PER3CCRY2GGGG"
"140",0.582444155395521,1,"PER3CCRY2GGAA"
"141",0.311996446813236,1,"PER3CCRY2GGAG"
"142",0.110325125525901,1,"PER3CCRY2TTGG"
"143",1,1,"PER3CCRY2TTAA"
"144",0.197201827054072,1,"PER3CCRY2GTGG"
"145",0.590795272287611,1,"PER3CCRY2GTAA"
"146",0.658941952670031,1,"PER3CCRY2GTAG"
"147",1,1,"PER3CVNTRGGAA"
"148",0.586793695443484,1,"PER3CVNTRGGBB"
"149",0.245187511676519,1,"PER3CVNTRGGAB"
"150",0.533410789211958,1,"PER3CVNTRTTAB"
"151",0.247120705434988,1,"PER3CVNTRGTAA"
"152",1,1,"PER3CVNTRGTBB"
"153",0.682960125017211,1,"PER3CVNTRGTAB"
"154",0.341813879808459,1,"CLOCK3111CRY1TTCC"
"155",0.722178873871095,1,"CLOCK3111CRY1TTGG"
"156",1,1,"CLOCK3111CRY1CCCC"
"157",0.296913580246913,1,"CLOCK3111CRY1CCGG"
"158",1,1,"CLOCK3111CRY1CCCG"
"159",1,1,"CLOCK3111CRY1TCCC"
"160",1,1,"CLOCK3111CRY1TCGG"
"161",0.397541889513226,1,"CLOCK3111CRY1TCCG"
"162",0.725608764317131,1,"CLOCK3111CRY2TTGG"
"163",0.448001463331428,1,"CLOCK3111CRY2TTAA"
"164",1,1,"CLOCK3111CRY2CCGG"
"165",1,1,"CLOCK3111CRY2CCAA"
"166",0.412611345522738,1,"CLOCK3111CRY2CCAG"
"167",1,1,"CLOCK3111CRY2TCGG"
"168",0.590795272287611,1,"CLOCK3111CRY2TCAA"
"169",0.197201827054072,1,"CLOCK3111CRY2TCAG"
"170",0.586793695443484,1,"CLOCK3111VNTRTTBB"
"171",0.748801100853941,1,"CLOCK3111VNTRTTAB"
"172",1,1,"CLOCK3111VNTRCCAA"
"173",0.510509454602281,1,"CLOCK3111VNTRCCAB"
"174",0.371204247950803,1,"CLOCK3111VNTRTCAA"
"175",1,1,"CLOCK3111VNTRTCBB"
"176",1,1,"CLOCK3111VNTRTCAB"
"177",1,1,"CRY1CRY2CCGG"
"178",1,1,"CRY1CRY2CCAA"
"179",0.582444155395521,1,"CRY1CRY2CCAG"
"180",0.341813879808459,1,"CRY1CRY2GGGG"
"181",1,1,"CRY1CRY2GGAA"
"182",0.371204247950803,1,"CRY1CRY2GGAG"
"183",0.688476073365261,1,"CRY1CRY2CGGG"
"184",0.341813879808459,1,"CRY1CRY2CGAA"
"185",1,1,"CRY1VNTRCCAA"
"186",1,1,"CRY1VNTRCCBB"
"187",0.351989710073058,1,"CRY1VNTRCCAB"
"188",0.68144921787726,1,"CRY1VNTRGGAA"
"189",1,1,"CRY1VNTRGGBB"
"190",0.42926318203009,1,"CRY1VNTRGGAB"
"191",1,1,"CRY1VNTRCGBB"
"192",1,1,"CRY1VNTRCGAB"
"193",0.112923876574776,1,"CRY2VNTRGGAA"
"194",1,1,"CRY2VNTRGGBB"
"195",0.169068991024564,1,"CRY2VNTRGGAB"
"196",0.341813879808459,1,"CRY2VNTRAAAA"
"197",1,1,"CRY2VNTRAABB"
"198",1,1,"CRY2VNTRAAAB"
"199",1,1,"CRY2VNTRAGBB"
"200",0.207742235841288,1,"CRY2VNTRAGAB"
"201",1,1,"AGE"
"202",0.484954945142433,1,"SOCIO"
