"","multi_log_odds","multi_conf25","multi_conf75","multi_p_z","name","multi_adjusted_p"
"38","1.22822920429596e+55",NA,NA,"0.999947046264161","PER2CLOCK3111GGTT",0.999995928638333
"39",NA,NA,NA,NA,"PER2CLOCK3111GGTC",NA
"40",NA,NA,NA,NA,"PER2CLOCK3111AGCC",NA
"41",NA,NA,NA,NA,"PER2CLOCK3111AGTC",NA
"42","2.99346554705711e-28",NA,NA,"0.999991547789708","PER2CRY1AACC",0.999995928638333
"43","5.95147557951357e-81",NA,NA,"0.99997795974217","PER2CRY1AAGG",0.999995928638333
"44",NA,NA,NA,NA,"PER2CRY1AACG",NA
"45","6.47765309973811e-18",NA,NA,"0.999995711918387","PER2CRY1GGCC",0.999995928638333
"46","2.45945506010295e-131","-425219.443018241",NA,"0.999966038784516","PER2CRY1GGGG",0.999995928638333
"47",NA,NA,NA,NA,"PER2CRY1GGCG",NA
"48",NA,NA,NA,NA,"PER2CRY1AGCC",NA
"49",NA,NA,NA,NA,"PER2CRY1AGGG",NA
"50",NA,NA,NA,NA,"PER2CRY2AAGG",NA
"51","1.07863888511242e-85",NA,NA,"0.999973019048002","PER2CRY2AAAA",0.999995928638333
"52",NA,NA,NA,NA,"PER2CRY2AAAG",NA
"53","1.49632219564655e+83",NA,NA,"0.999928046135255","PER2CRY2GGGG",0.999995928638333
"54","3.50230222298177e+65",NA,NA,"0.999954519761019","PER2CRY2GGAA",0.999995928638333
"55",NA,NA,NA,NA,"PER2CRY2GGAG",NA
"56",NA,NA,NA,NA,"PER2CRY2AGGG",NA
"57",NA,NA,NA,NA,"PER2CRY2AGAA",NA
"58",NA,NA,NA,NA,"PER2VNTRAAAA",NA
"59",NA,NA,NA,NA,"PER2VNTRAABB",NA
"60",NA,NA,NA,NA,"PER2VNTRAAAB",NA
"61","4.71794467375464e-25",NA,NA,"0.999930726817593","PER2VNTRGGAA",0.999995928638333
"62","4.85159427312624e+89",NA,NA,"0.999956932808642","PER2VNTRGGBB",0.999995928638333
"63",NA,NA,NA,NA,"PER2VNTRGGAB",NA
"64",NA,NA,NA,NA,"PER2VNTRAGBB",NA
"65",NA,NA,NA,NA,"PER2VNTRAGAB",NA
"66",NA,NA,NA,NA,"PER3APER3BCCAA",NA
"67",NA,NA,NA,NA,"PER3APER3BCCAG",NA
"68",NA,NA,NA,NA,"PER3APER3BCGGG",NA
"69","1.32064507261538e-30","-592558.861890516",NA,"0.999989872764464","PER3APER3CCCGG",0.999995928638333
"70","0.0814959716929882",NA,NA,"0.999995928638333","PER3APER3CCCGT",0.999995928638333
"71",NA,NA,NA,NA,"PER3APER3CCGGG",NA
"72",NA,NA,NA,NA,"PER3APER3CCGTT",NA
"73",NA,NA,NA,NA,"PER3APER3CCGGT",NA
"74","4.91767719036036e+172",NA,NA,"0.999930781528833","PER3ACLOCK3111CCCC",0.999995928638333
"75","1.18848333574254e+23",NA,NA,"0.999918974692774","PER3ACLOCK3111CCTC",0.999995928638333
"76",NA,NA,NA,NA,"PER3ACLOCK3111CGTT",NA
"77",NA,NA,NA,NA,"PER3ACLOCK3111CGCC",NA
"78",NA,NA,NA,NA,"PER3ACLOCK3111CGTC",NA
"79","Inf",NA,NA,"0.999773052811528","PER3ACRY1CCCC",0.999995928638333
