"","fisher_p_z","fisher_adjusted_p","names"
"166",1,1,"CLOCK3111CRY2CCAG"
"167",0.496547173679086,1,"CLOCK3111CRY2TCGG"
"168",1,1,"CLOCK3111CRY2TCAA"
"169",0.496547173679086,1,"CLOCK3111CRY2TCAG"
"170",0.329918748806157,1,"CLOCK3111VNTRTTBB"
"171",0.622078870496592,1,"CLOCK3111VNTRTTAB"
"172",1,1,"CLOCK3111VNTRCCAA"
"173",1,1,"CLOCK3111VNTRCCAB"
"174",1,1,"CLOCK3111VNTRTCAA"
"175",1,1,"CLOCK3111VNTRTCBB"
"176",0.259961890208392,1,"CLOCK3111VNTRTCAB"
"177",0.0427410697230817,1,"CRY1CRY2CCGG"
"178",1,1,"CRY1CRY2CCAA"
"179",1,1,"CRY1CRY2CCAG"
"180",1,1,"CRY1CRY2GGGG"
"181",0.496547173679086,1,"CRY1CRY2GGAA"
"182",1,1,"CRY1CRY2GGAG"
"183",0.580279813457695,1,"CRY1CRY2CGGG"
"184",0.458406808048713,1,"CRY1CRY2CGAA"
"185",1,1,"CRY1VNTRCCAA"
"186",1,1,"CRY1VNTRCCBB"
"187",0.115143517375363,1,"CRY1VNTRCCAB"
"188",0.585514418958789,1,"CRY1VNTRGGAA"
"189",0.231496351749516,1,"CRY1VNTRGGBB"
"190",1,1,"CRY1VNTRGGAB"
"191",1,1,"CRY1VNTRCGBB"
"192",0.602427635655484,1,"CRY1VNTRCGAB"
"193",1,1,"CRY2VNTRGGAA"
"194",1,1,"CRY2VNTRGGBB"
"195",0.594313913934167,1,"CRY2VNTRGGAB"
"196",1,1,"CRY2VNTRAAAA"
"197",0.231496351749516,1,"CRY2VNTRAABB"
"198",0.496547173679086,1,"CRY2VNTRAAAB"
"199",1,1,"CRY2VNTRAGBB"
"200",0.566384315218426,1,"CRY2VNTRAGAB"
"201",0.0292585495783363,1,"AGE"
"202",0.306525627936355,1,"SOCIO"
