"","multi_log_odds","multi_conf25","multi_conf75","multi_p_z","name","multi_adjusted_p"
"37",NA,NA,NA,NA,"PER2PER3CAGGT",NA
"38","0",NA,NA,"0","PER2CLOCK3111AATT",0
"39","0",NA,NA,"0","PER2CLOCK3111AACC",0
"40",NA,NA,NA,NA,"PER2CLOCK3111AATC",NA
"41","0",NA,NA,"0","PER2CLOCK3111GGTT",0
"42","0",NA,NA,"0","PER2CLOCK3111GGCC",0
"43",NA,NA,NA,NA,"PER2CLOCK3111GGTC",NA
"44",NA,NA,NA,NA,"PER2CLOCK3111AGCC",NA
"45",NA,NA,NA,NA,"PER2CLOCK3111AGTC",NA
"46","Inf",NA,NA,"0","PER2CRY1AACC",0
"47","Inf",NA,NA,"0","PER2CRY1AAGG",0
"48",NA,NA,NA,NA,"PER2CRY1AACG",NA
"49","0",NA,NA,"0","PER2CRY1GGCC",0
"50","0",NA,NA,"0","PER2CRY1GGGG",0
"51",NA,NA,NA,NA,"PER2CRY1GGCG",NA
"52",NA,NA,NA,NA,"PER2CRY1AGCC",NA
"53",NA,NA,NA,NA,"PER2CRY1AGGG",NA
"54","Inf",NA,NA,"0","PER2CRY2AAGG",0
"55","Inf",NA,NA,"0","PER2CRY2AAAA",0
"56",NA,NA,NA,NA,"PER2CRY2AAAG",NA
"57","0",NA,NA,"0","PER2CRY2GGGG",0
"58","0","-2443608991788049","-2443608982713693","0","PER2CRY2GGAA",0
"59",NA,NA,NA,NA,"PER2CRY2GGAG",NA
"60",NA,NA,NA,NA,"PER2CRY2AGGG",NA
"61",NA,NA,NA,NA,"PER2CRY2AGAA",NA
"62","0",NA,NA,"0","PER2VNTRAAAA",0
"63","Inf",NA,NA,"0","PER2VNTRAABB",0
"64",NA,NA,NA,NA,"PER2VNTRAAAB",NA
"65","0",NA,NA,"0","PER2VNTRGGAA",0
"66","0",NA,NA,"0","PER2VNTRGGBB",0
"67",NA,NA,NA,NA,"PER2VNTRGGAB",NA
"68",NA,NA,NA,NA,"PER2VNTRAGBB",NA
"69",NA,NA,NA,NA,"PER2VNTRAGAB",NA
"70",NA,NA,NA,NA,"PER3APER3BCCAA",NA
"71","Inf","-1533870783420174","-1533870765020318","0","PER3APER3BCCAG",0
"72",NA,NA,NA,NA,"PER3APER3BGGGG",NA
"73",NA,NA,NA,NA,"PER3APER3BCGGG",NA
"74",NA,NA,NA,NA,"PER3APER3BCGAG",NA
"75","0",NA,NA,"0","PER3APER3CCCGG",0
"76","0","-487055520588552","-487055502713545","0","PER3APER3CCCGT",0
"77",NA,NA,NA,NA,"PER3APER3CGGGG",NA
"78",NA,NA,NA,NA,"PER3APER3CCGGG",NA
"79",NA,NA,NA,NA,"PER3APER3CCGTT",NA
"80",NA,NA,NA,NA,"PER3APER3CCGGT",NA
"81","Inf",NA,NA,"0","PER3ACLOCK3111CCCC",0
"82","Inf",NA,NA,"0","PER3ACLOCK3111CCTC",0
"83",NA,NA,NA,NA,"PER3ACLOCK3111GGTT",NA
"84",NA,NA,NA,NA,"PER3ACLOCK3111CGTT",NA
"85",NA,NA,NA,NA,"PER3ACLOCK3111CGCC",NA
"86",NA,NA,NA,NA,"PER3ACLOCK3111CGTC",NA
"87","Inf",NA,NA,"0","PER3ACRY1CCCC",0
"88","Inf",NA,NA,"0","PER3ACRY1CCGG",0
"89",NA,NA,NA,NA,"PER3ACRY1GGCG",NA
"90",NA,NA,NA,NA,"PER3ACRY1CGCC",NA
"91",NA,NA,NA,NA,"PER3ACRY1CGGG",NA
"92",NA,NA,NA,NA,"PER3ACRY1CGCG",NA
"93","Inf",NA,NA,"0","PER3ACRY2CCGG",0
"94","0",NA,NA,"0","PER3ACRY2CCAA",0
"95",NA,NA,NA,NA,"PER3ACRY2GGAA",NA
"96",NA,NA,NA,NA,"PER3ACRY2CGGG",NA
"97",NA,NA,NA,NA,"PER3ACRY2CGAA",NA
"98",NA,NA,NA,NA,"PER3ACRY2CGAG",NA
"99","0",NA,NA,"0","PER3AVNTRCCBB",0
"100","0",NA,NA,"0","PER3AVNTRCCAB",0
"101",NA,NA,NA,NA,"PER3AVNTRGGAA",NA
"102",NA,NA,NA,NA,"PER3AVNTRCGAA",NA
