"","fisher_p_z","fisher_adjusted_p","names"
"184",1,1,"CLOCK3111VNTRCCAB"
"185",0.00135517643215652,0.28865258004934,"CLOCK3111VNTRTCAA"
"186",1,1,"CLOCK3111VNTRTCBB"
"187",0.590369492791861,1,"CLOCK3111VNTRTCAB"
"188",0.475290309520249,1,"CRY1CRY2CCGG"
"189",0.540962999855966,1,"CRY1CRY2CCAA"
"190",0.102205678747378,1,"CRY1CRY2CCAG"
"191",0.176744159150779,1,"CRY1CRY2GGGG"
"192",0.520978845305053,1,"CRY1CRY2GGAA"
"193",0.680916981111138,1,"CRY1CRY2GGAG"
"194",0.6869041517794,1,"CRY1CRY2CGGG"
"195",0.628015991310451,1,"CRY1CRY2CGAA"
"196",0.175950057853191,1,"CRY1VNTRCCAA"
"197",0.557248123023777,1,"CRY1VNTRCCBB"
"198",0.0412823130947444,1,"CRY1VNTRCCAB"
"199",0.129335745551578,1,"CRY1VNTRGGAA"
"200",0.673355906969331,1,"CRY1VNTRGGBB"
"201",1,1,"CRY1VNTRGGAB"
"202",0.730159250085065,1,"CRY1VNTRCGBB"
"203",0.280541961326515,1,"CRY1VNTRCGAB"
"204",0.0612348429968564,1,"CRY2VNTRGGAA"
"205",0.630676595231657,1,"CRY2VNTRGGBB"
"206",0.637226862947698,1,"CRY2VNTRGGAB"
"207",0.147290012058681,1,"CRY2VNTRAAAA"
"208",1,1,"CRY2VNTRAABB"
"209",1,1,"CRY2VNTRAAAB"
"210",0.180076487355248,1,"CRY2VNTRAGBB"
"211",0.866305186904361,1,"CRY2VNTRAGAB"
"212",0.775867853490928,1,"AGE"
"213",0.00581796482603231,0.619613253972441,"SOCIO"
