"","multi_log_odds","multi_conf25","multi_conf75","multi_p_z","name","multi_adjusted_p"
"44","Inf","-759567.618428241","810966.577560017","0.999763586276663","PER2CRY1GGCC",0.99999665721587
"45","Inf","-480662.878265809","532149.09272071","0.99957889209036","PER2CRY1GGGG",0.99999665721587
"46",NA,NA,NA,NA,"PER2CRY1GGCG",NA
"47",NA,NA,NA,NA,"PER2CRY1AGCC",NA
"48",NA,NA,NA,NA,"PER2CRY1AGGG",NA
"49",NA,NA,NA,NA,"PER2CRY2AAGG",NA
"50","0","-226688.628838536","241668.112329519","0.999616401574602","PER2CRY2AAAA",0.99999665721587
"51",NA,NA,NA,NA,"PER2CRY2AAAG",NA
"52","0","-50542.613429794","51024.3064808315","0.999572877844023","PER2CRY2GGGG",0.99999665721587
"53","0","-852137.717944867",NA,"0.999560675058163","PER2CRY2GGAA",0.99999665721587
"54",NA,NA,NA,NA,"PER2CRY2GGAG",NA
"55",NA,NA,NA,NA,"PER2CRY2AGGG",NA
"56",NA,NA,NA,NA,"PER2CRY2AGAA",NA
"57",NA,NA,NA,NA,"PER2VNTRAAAA",NA
"58",NA,NA,NA,NA,"PER2VNTRAABB",NA
"59",NA,NA,NA,NA,"PER2VNTRAAAB",NA
"60","2.02728765419247e+61","-85975.5488336431","94390.2654633746","0.99981264523644","PER2VNTRGGAA",0.99999665721587
"61","Inf","-4018504.90715106",NA,"0.999735986240581","PER2VNTRGGBB",0.99999665721587
"62",NA,NA,NA,NA,"PER2VNTRGGAB",NA
"63",NA,NA,NA,NA,"PER2VNTRAGBB",NA
"64",NA,NA,NA,NA,"PER2VNTRAGAB",NA
"65",NA,NA,NA,NA,"PER3APER3BCCAA",NA
"66",NA,NA,NA,NA,"PER3APER3BCCAG",NA
"67",NA,NA,NA,NA,"PER3APER3BCGGG",NA
"68","6.01397357677384e+40","-1723137.41542339","1614374.23748866","0.999845070711542","PER3APER3CCCGG",0.99999665721587
"69","0","-602349.328608886","666075.61209204","0.99956409249354","PER3APER3CCCGT",0.99999665721587
"70",NA,NA,NA,NA,"PER3APER3CCGGG",NA
"71",NA,NA,NA,NA,"PER3APER3CCGTT",NA
"72",NA,NA,NA,NA,"PER3APER3CCGGT",NA
"73","8.57862668912746","-46610978.5623345","2238141.4137591","0.99999665721587","PER3ACLOCK3111CCCC",0.99999665721587
"74","0","-823073.579783416","811134.226850071","0.999542503311566","PER3ACLOCK3111CCTC",0.99999665721587
"75",NA,NA,NA,NA,"PER3ACLOCK3111CGTT",NA
