"","multi_log_odds","multi_conf25","multi_conf75","multi_p_z","name","multi_adjusted_p"
"37","0",NA,NA,"0","PER2CLOCK3111AATT",0
"38","Inf",NA,NA,"0","PER2CLOCK3111AACC",0
"39",NA,NA,NA,NA,"PER2CLOCK3111AATC",NA
"40","0",NA,NA,"0","PER2CLOCK3111GGTT",0
"41","0",NA,NA,"0","PER2CLOCK3111GGCC",0
"42",NA,NA,NA,NA,"PER2CLOCK3111GGTC",NA
"43",NA,NA,NA,NA,"PER2CLOCK3111AGCC",NA
"44",NA,NA,NA,NA,"PER2CLOCK3111AGTC",NA
"45","Inf",NA,NA,"0","PER2CRY1AACC",0
"46","0",NA,NA,"0","PER2CRY1AAGG",0
"47",NA,NA,NA,NA,"PER2CRY1AACG",NA
"48","0",NA,NA,"0","PER2CRY1GGCC",0
"49","0",NA,NA,"0","PER2CRY1GGGG",0
"50",NA,NA,NA,NA,"PER2CRY1GGCG",NA
"51",NA,NA,NA,NA,"PER2CRY1AGCC",NA
"52",NA,NA,NA,NA,"PER2CRY1AGGG",NA
"53","Inf",NA,NA,"0","PER2CRY2AAGG",0
"54","Inf",NA,NA,"0","PER2CRY2AAAA",0
"55",NA,NA,NA,NA,"PER2CRY2AAAG",NA
"56","Inf",NA,NA,"0","PER2CRY2GGGG",0
"57","0",NA,NA,"0","PER2CRY2GGAA",0
"58",NA,NA,NA,NA,"PER2CRY2GGAG",NA
"59",NA,NA,NA,NA,"PER2CRY2AGGG",NA
"60",NA,NA,NA,NA,"PER2CRY2AGAA",NA
"61","Inf",NA,NA,"0","PER2VNTRAAAA",0
"62","0",NA,NA,"0","PER2VNTRAABB",0
"63",NA,NA,NA,NA,"PER2VNTRAAAB",NA
"64","0",NA,NA,"0","PER2VNTRGGAA",0
"65","0",NA,NA,"0","PER2VNTRGGBB",0
"66",NA,NA,NA,NA,"PER2VNTRGGAB",NA
"67",NA,NA,NA,NA,"PER2VNTRAGBB",NA
"68",NA,NA,NA,NA,"PER2VNTRAGAB",NA
"69",NA,NA,NA,NA,"PER3APER3BCCAA",NA
"70","0",NA,NA,"0","PER3APER3BCCAG",0
"71",NA,NA,NA,NA,"PER3APER3BGGGG",NA
"72",NA,NA,NA,NA,"PER3APER3BCGGG",NA
"73",NA,NA,NA,NA,"PER3APER3BCGAG",NA
"74","0",NA,NA,"0","PER3APER3CCCGG",0
"75","0",NA,NA,"0","PER3APER3CCCGT",0
"76",NA,NA,NA,NA,"PER3APER3CGGGG",NA
"77",NA,NA,NA,NA,"PER3APER3CCGGG",NA
"78",NA,NA,NA,NA,"PER3APER3CCGTT",NA
"79",NA,NA,NA,NA,"PER3APER3CCGGT",NA
"80","Inf",NA,NA,"0","PER3ACLOCK3111CCCC",0
"81","0",NA,NA,"0","PER3ACLOCK3111CCTC",0
"82",NA,NA,NA,NA,"PER3ACLOCK3111GGTT",NA
"83",NA,NA,NA,NA,"PER3ACLOCK3111CGTT",NA
"84",NA,NA,NA,NA,"PER3ACLOCK3111CGCC",NA
"85",NA,NA,NA,NA,"PER3ACLOCK3111CGTC",NA
"86","0",NA,NA,"0","PER3ACRY1CCCC",0
"87","0",NA,NA,"0","PER3ACRY1CCGG",0
"88",NA,NA,NA,NA,"PER3ACRY1GGCG",NA
"89",NA,NA,NA,NA,"PER3ACRY1CGCC",NA
"90",NA,NA,NA,NA,"PER3ACRY1CGGG",NA
"91",NA,NA,NA,NA,"PER3ACRY1CGCG",NA
"92","0",NA,NA,"0","PER3ACRY2CCGG",0
"93","0",NA,NA,"0","PER3ACRY2CCAA",0
"94",NA,NA,NA,NA,"PER3ACRY2GGAA",NA
"95",NA,NA,NA,NA,"PER3ACRY2CGGG",NA
"96",NA,NA,NA,NA,"PER3ACRY2CGAA",NA
"97",NA,NA,NA,NA,"PER3ACRY2CGAG",NA
"98","Inf",NA,NA,"0","PER3AVNTRCCBB",0
"99","Inf",NA,NA,"0","PER3AVNTRCCAB",0
"100",NA,NA,NA,NA,"PER3AVNTRGGAA",NA
"101",NA,NA,NA,NA,"PER3AVNTRCGAA",NA
